Badge,Feeder,Latitude,Longitude,Outage_Number
ME-1U2002897,Bath Village,13.06742683,-59.56886318,1
ME-1Q2027370,Bath Village,13.06618392,-59.56661622,1
ME-1Q2027534,Bath Village,13.06757285,-59.57318879,1
ME-1Q2030950,Bath Village,13.07434926,-59.56919308,1
ME-1W2000491,Bath Village,13.06910618,-59.57691489,1
ME-1Q2034394,Bath Village,13.07748403,-59.55599863,1
ME-1Q2033196,Bath Village,13.06990142,-59.57785759,1
ME-1Q2034396,Bath Village,13.07655381,-59.56121187,1
ME-1U2003128,Bath Village,13.06798062,-59.57397481,1
ME-1Q2033744,Bath Village,13.07273003,-59.56469064,1
ME-1Q2006295,Bath Village,13.06873188,-59.56820256,1
ME-1Q2035113,Bath Village,13.072902,-59.56328401,1
ME-1U2003123,Bath Village,13.06978477,-59.57489228,1
ME-1Q2035555,Bath Village,13.07613984,-59.5572967,1
ME-1Q2040027,Bath Village,13.07741281,-59.55440303,1
ME-1U2003488,Bath Village,13.06694132,-59.56499601,1
ME-1U2003487,Bath Village,13.06697154,-59.56498607,1
ME-1P1013474,Bath Village,13.06887486,-59.56613398,1
ME-1Q2043163,Bath Village,13.07403627,-59.55928414,1
ME-1U2003372,Bath Village,13.06937934,-59.57483778,1
ME-1Q2042464,Bath Village,13.06985671,-59.57303334,1
ME-1Q2053709,Bath Village,13.06998924,-59.57331085,1
ME-1Q2053708,Bath Village,13.06999495,-59.57328003,1
ME-1Q2053707,Bath Village,13.07001664,-59.57329741,1
ME-1Q2051975,Bath Village,13.0689028,-59.56613252,1
ME-1Q2052633,Bath Village,13.07025225,-59.57337311,1
ME-1Q2054567,Bath Village,13.0744039,-59.55818381,1
ME-1Q2056429,Bath Village,13.07408545,-59.55500884,1
ME-1Q2047845,Bath Village,13.07728847,-59.55499722,1
ME-1W2000743,Bath Village,13.07978428,-59.5576303,1
ME-1W2000772,Bath Village,13.06725765,-59.57278645,1
ME-1P1015395,Bath Village,13.07130473,-59.56679052,1
ME-1Q2056109,Bath Village,13.06786435,-59.57289952,1
ME-1Q2050236,Bath Village,13.06955793,-59.57198987,1
ME-1Q2056125,Bath Village,13.06973572,-59.56577079,1
ME-1Q2052901,Bath Village,13.06931509,-59.57542168,1
ME-1P1015375,Bath Village,13.07585937,-59.55851911,1
ME-1P1015376,Bath Village,13.07600681,-59.55847097,1
ME-1Q2056059,Bath Village,13.07062818,-59.5713229,1
ME-1Q2050963,Bath Village,13.06930749,-59.57545419,1
ME-1P1014881,Bath Village,13.0777731,-59.56517539,1
ME-1U2003907,Bath Village,13.06553485,-59.56670916,1
ME-1Q2055400,Bath Village,13.06769543,-59.56699243,1
ME-1Q2005691,Bath Village,13.07873642,-59.56128527,1
ME-1W2000791,Bath Village,13.06681779,-59.56859119,1
ME-1Q2054759,Bath Village,13.07907142,-59.56103256,1
ME-1W2000792,Bath Village,13.067078,-59.56878803,1
ME-1Q2055531,Bath Village,13.07870192,-59.56129272,1
ME-1Q2053617,Bath Village,13.07854624,-59.55526223,1
ME-1Q2056527,Bath Village,13.06966561,-59.56982578,1
ME-1U2001205,Bath Village,13.06784,-59.57487999,1
ME-1U2001206,Bath Village,13.06784,-59.57487999,1
ME-1U2001207,Bath Village,13.06784,-59.57487999,1
ME-1U2001208,Bath Village,13.06784,-59.57487999,1
ME-1Q2056412,Bath Village,13.07831363,-59.55530729,1
ME-1Q2015058,Bath Village,13.07640065,-59.55643011,1
ME-1U2002409,Bath Village,13.0662342,-59.56709554,1
ME-1U2002410,Bath Village,13.06619983,-59.56709077,1
ME-1U2002429,Bath Village,13.06613824,-59.56708137,1
ME-1U2002431,Bath Village,13.06609921,-59.56711316,1
ME-1Q2005343,Bath Village,13.07575627,-59.55426646,1
ME-1U2002432,Bath Village,13.06616976,-59.56708461,1
ME-1U2002487,Bath Village,13.06757789,-59.57003373,1
ME-1U2002636,Bath Village,13.0676327,-59.56951454,1
ME-1P1015360,Bath Village,13.06822171,-59.57391323,1
ME-1Q2017771,Bath Village,13.06719068,-59.56709343,1
ME-1T4000060,Bath Village,13.0777821,-59.55971153,1
ME-1Q2017773,Bath Village,13.06711541,-59.56686169,1
ME-1Q2017812,Bath Village,13.07102108,-59.56699085,1
ME-1Q2018002,Bath Village,13.07124584,-59.56634973,1
ME-1Q2056714,Bath Village,13.07140598,-59.57179191,1
ME-1U2000195,Bath Village,13.06784,-59.57487999,1
ME-1U2000231,Bath Village,13.067692,-59.57261999,1
ME-1Q2052751,Bath Village,13.07835989,-59.55529411,1
ME-1Q2056796,Bath Village,13.0772381,-59.56403791,1
ME-1Q2029570,Bath Village,13.0765842,-59.55638021,1
ME-1Q2029572,Bath Village,13.07445808,-59.55702914,1
ME-1Q2056410,Bath Village,13.07451213,-59.55720237,1
ME-1Q2018224,Bath Village,13.07172406,-59.56648304,1
ME-1Q2031620,Bath Village,13.07771863,-59.56493339,1
ME-1U2001022,Bath Village,13.06649817,-59.56775282,1
ME-1Q2005186,Bath Village,13.07078091,-59.56719878,1
ME-1Q2005201,Bath Village,13.07576832,-59.55424904,1
ME-1Q2018268,Bath Village,13.07457837,-59.56042523,1
ME-1U2001024,Bath Village,13.06649085,-59.56771957,1
ME-1U2001023,Bath Village,13.0664631,-59.56781682,1
ME-1U2001040,Bath Village,13.06646344,-59.56778366,1
ME-1U2001014,Bath Village,13.06646566,-59.56775248,1
ME-1U2001019,Bath Village,13.06645835,-59.56771727,1
ME-1U2001025,Bath Village,13.06642869,-59.56781645,1
ME-1U2001015,Bath Village,13.06642711,-59.56778328,1
ME-1U2001038,Bath Village,13.06643123,-59.56775212,1
ME-1U2001021,Bath Village,13.06642584,-59.5677189,1
ME-1U2001039,Bath Village,13.06658304,-59.56767761,1
ME-1U2001037,Bath Village,13.06655434,-59.56768122,1
ME-1U2001026,Bath Village,13.06648734,-59.56768637,1
ME-1Q2056340,Bath Village,13.06969324,-59.57012073,1
ME-1Q2017082,Bath Village,13.07775083,-59.55664529,1
ME-1Q2017083,Bath Village,13.07779666,-59.55673743,1
ME-1Q2017084,Bath Village,13.07783364,-59.55671626,1
ME-1U2001028,Bath Village,13.06645486,-59.56768407,1
ME-1U2001016,Bath Village,13.06642235,-59.56768375,1
ME-1U2001099,Bath Village,13.06616377,-59.5671505,1
ME-1U2001097,Bath Village,13.06616409,-59.56711734,1
ME-1U2001100,Bath Village,13.06612294,-59.56721639,1
ME-1U2001098,Bath Village,13.06612519,-59.56718326,1
ME-1U2001089,Bath Village,13.06612934,-59.56715013,1
ME-1U2001104,Bath Village,13.06612971,-59.56711307,1
ME-1U2001103,Bath Village,13.06608859,-59.56721019,1
ME-1U2001102,Bath Village,13.06609271,-59.56717901,1
ME-1U2001101,Bath Village,13.06609687,-59.56714589,1
ME-1Q2009476,Bath Village,13.07920407,-59.56050959,1
ME-1Q2007406,Bath Village,13.08058083,-59.56061906,1
ME-1Q2005982,Bath Village,13.07690332,-59.56548716,1
ME-1Q2021150,Bath Village,13.06932666,-59.57619926,1
ME-1Q2017663,Bath Village,13.07024465,-59.57484675,1
ME-1Q2055527,Bath Village,13.07639718,-59.55551998,1
ME-1U2000631,Bath Village,13.06777239,-59.56904909,1
ME-1Q2056795,Bath Village,13.07641778,-59.56065852,1
ME-1Q2017638,Bath Village,13.06971434,-59.57259994,1
ME-1Q2058353,Bath Village,13.06833992,-59.57291857,1
ME-1U2004190,Bath Village,13.06978258,-59.57491814,1
ME-1U2003978,Bath Village,13.06883198,-59.56901195,1
ME-1Q2017965,Bath Village,13.07021889,-59.57789813,1
ME-1T4000149,Bath Village,13.08067031,-59.55739956,1
ME-1Q2028810,Bath Village,13.07615359,-59.55448603,1
ME-1Q2057898,Bath Village,13.06991378,-59.56670229,1
ME-1Q2057992,Bath Village,13.0700092,-59.57118027,1
ME-1Q2057993,Bath Village,13.07903404,-59.56033133,1
ME-1Q2058588,Bath Village,13.07279729,-59.56810627,1
ME-1U2003926,Bath Village,13.06721372,-59.57287947,1
ME-1S4000413,Bath Village,13.072008,-59.57280804,1
ME-1Q2059927,Bath Village,13.07347499,-59.56832689,1
ME-1Q2058894,Bath Village,13.06983457,-59.56851416,1
ME-1Q2060245,Bath Village,13.07672645,-59.55301874,1
ME-1Q2058875,Bath Village,13.07482739,-59.55953784,1
ME-1Q2058907,Bath Village,13.073442,-59.5569403,1
ME-1Q2058896,Bath Village,13.07303268,-59.56117481,1
ME-1Q2049736,Bath Village,13.07019374,-59.5746861,1
ME-1Q2059044,Bath Village,13.07720125,-59.5553027,1
ME-1Q2059741,Bath Village,13.07587315,-59.55474867,1
ME-1S4000383,Bath Village,13.07772441,-59.55841878,1
ME-1Q2059045,Bath Village,13.07723851,-59.55529081,1
ME-1S4000068,Bath Village,13.06507581,-59.56428152,1
ME-1Q2058725,Bath Village,13.07719624,-59.56100278,1
ME-1Q2058724,Bath Village,13.07723262,-59.56099834,1
ME-1Q2055572,Bath Village,13.07253713,-59.56836903,1
ME-1Q2059988,Bath Village,13.07427097,-59.55867797,1
ME-1Q2058937,Bath Village,13.07708233,-59.55482035,1
ME-1Q2058949,Bath Village,13.07964159,-59.56081695,1
ME-1Q2058934,Bath Village,13.07784701,-59.55686332,1
ME-1Q2058946,Bath Village,13.07813712,-59.56164421,1
ME-1Q2058948,Bath Village,13.07758764,-59.56387636,1
ME-1Q2058942,Bath Village,13.07927551,-59.56105466,1
ME-1Q2060459,Bath Village,13.07235442,-59.56418412,1
ME-1Q2059868,Bath Village,13.07301796,-59.56100195,1
ME-1Q2061169,Bath Village,13.078283,-59.55553398,1
ME-1P1006985,Bath Village,13.06891594,-59.56825459,1
ME-1Q2061293,Bath Village,13.07668298,-59.55773101,1
ME-1S4000064,Bath Village,13.06494434,-59.56334718,1
ME-1W2001070,Bath Village,13.06802139,-59.57084745,1
ME-1V2000172,Bath Village,13.06891236,-59.57508394,1
ME-1Q2061188,Bath Village,13.07694004,-59.56064598,1
ME-1W2001069,Bath Village,13.06799862,-59.57080206,1
ME-1Q2059287,Bath Village,13.06999903,-59.57093524,1
ME-1Q2062781,Bath Village,13.06627672,-59.56652283,1
ME-1Q2062774,Bath Village,13.06620288,-59.56645998,1
ME-1W2001071,Bath Village,13.06805977,-59.5708661,1
ME-1V2000287,Bath Village,13.06808193,-59.57087387,1
ME-1Q2062780,Bath Village,13.06598303,-59.56522117,1
ME-1U2004438,Bath Village,13.06777528,-59.57485292,1
ME-1Q2062775,Bath Village,13.0662155,-59.56647578,1
ME-1P1012079,Bath Village,13.06887642,-59.56838892,1
ME-1W2001219,Bath Village,13.06773188,-59.5749286,1
ME-1P1011471,Bath Village,13.068725,-59.565989,1
ME-1Q2065799,Bath Village,13.0808267,-59.56172675,1
ME-1Q2065538,Bath Village,13.0808267,-59.56172675,1
ME-1Q2066071,Bath Village,13.07708542,-59.55463628,1
ME-1Q2055858,Bath Village,13.07706878,-59.55463902,1
ME-1Q2065798,Bath Village,13.0808267,-59.56172675,1
ME-1R4000082,Bath Village,13.069529,-59.571038,1
ME-1Q2005169,Bath Village,13.08076899,-59.608193,1
ME-1Q2069228,Bath Village,13.07604532,-59.55790765,1
ME-1Q2064682,Bath Village,13.0725881,-59.56404252,1
ME-1Q2070151,Bath Village,13.06853108,-59.56667272,1
ME-1Q2005324,Bath Village,13.08076899,-59.608193,1
ME-1Q2065882,Bath Village,13.0682,-59.5661,1
ME-1Q2065584,Bath Village,13.0682,-59.5661,1
ME-1Q2072548,Bath Village,13.078757,-59.554463,1
ME-1Q2071092,Bath Village,13.07685822,-59.56008283,1
ME-1Q2072521,Bath Village,13.07688333,-59.5540361,1
ME-1Q2065629,Bath Village,13.07471,-59.55701,1
ME-1Q2071541,Bath Village,13.071567,-59.572209,1
ME-1P1016687,Bath Village,13.07398658,-59.55544473,1
ME-1P1016688,Bath Village,13.07427873,-59.55689105,1
ME-1Q2065979,Bath Village,13.07449,-59.55689,1
ME-1Q2065974,Bath Village,13.07736943,-59.55475,1
ME-1P1016689,Bath Village,13.0740866,-59.55825452,1
ME-1V2000631,Bath Village,13.06704013,-59.56843163,1
ME-1Q2076279,Bath Village,13.068524,-59.568653,1
ME-1V2000660,Bath Village,13.06553802,-59.56504398,1
ME-1Q2072623,Bath Village,13.0662,-59.56683,1
ME-1Q2072624,Bath Village,13.0662,-59.56683,1
ME-1Q2072629,Bath Village,13.0662,-59.566835,1
ME-1Q2072625,Bath Village,13.0662,-59.56683,1
ME-1Q2072622,Bath Village,13.0662,-59.566835,1
ME-1Q2071090,Bath Village,13.07495297,-59.56921935,1
ME-1Q2078170,Bath Village,13.08102222,-59.60760277,1
ME-1Q2078122,Bath Village,13.08102222,-59.60760277,1
ME-1Q2092942,Bath Village,13.07643,-59.556977,1
ME-1Q2087949,Bath Village,13.075193,-59.561987,1
ME-1U2001340,Bath Village,0,0,1
ME-1Q2010560,Bath Village,0,0,1
ME-1U2001066,Bath Village,0,0,1
ME-1U2001069,Bath Village,0,0,1
ME-1Q2087947,Bath Village,13.073802,-59.558438,1
ME-1P1005191,Bath Village,13.06769331,-59.573292,1
ME-1P1004515,Bath Village,13.06804759,-59.569718,1
ME-1P1004572,Bath Village,13.06830679,-59.56943901,1
ME-1P1000693,Bath Village,13.07668282,-59.560979,1
ME-1Q2005392,Bath Village,13.0750845,-59.56029196,1
ME-1Q2015746,Bath Village,13.072259,-59.56682357,1
ME-1P1004564,Bath Village,13.06863,-59.569254,1
ME-1Q2004728,Bath Village,13.07775675,-59.55720423,1
ME-1Q2004808,Bath Village,13.07544995,-59.557363,1
ME-1Q2021566,Bath Village,13.06968051,-59.56915871,1
ME-1Q2017867,Bath Village,13.07009315,-59.571401,1
ME-1Q2006234,Bath Village,13.072838,-59.5672556,1
ME-1Q2004724,Bath Village,13.0776312,-59.556201,1
ME-1Q2004959,Bath Village,13.07624692,-59.55803661,1
ME-1Q2005055,Bath Village,13.07698164,-59.560051,1
ME-1Q2027539,Bath Village,13.068808,-59.56982129,1
ME-1W2000700,Bath Village,13.06797378,-59.57394751,1
ME-1W2000378,Bath Village,13.065044,-59.56617625,1
ME-1U2001227,Bath Village,13.065108,-59.56640447,1
ME-1U2001013,Bath Village,13.06651996,-59.567675,1
ME-1U2001335,Bath Village,13.06898517,-59.575065,1
