OBJECTID,Badge,Feeder,Latitude,Longitude,Outage_Number
2018,ME-1P1000169,Newton,13.07787185,-59.55263414,2
2019,ME-1Q2000504,Newton,13.08017548,-59.5432161,2
2020,ME-1Q2000505,Newton,13.08044423,-59.54501084,2
2021,ME-1Q2000508,Newton,13.07817966,-59.52935999,2
2022,ME-1Q2000509,Newton,13.07437307,-59.54726578,2
2023,ME-1Q2000510,Newton,13.07455759,-59.54750581,2
2024,ME-1Q2000512,Newton,13.08165172,-59.54159983,2
2025,ME-1Q2000515,Newton,13.08132981,-59.54285299,2
2026,ME-1Q2000520,Newton,13.07991636,-59.54402457,2
2027,ME-1Q2000521,Newton,13.08025915,-59.54406195,2
2028,ME-1Q2000524,Newton,13.08135797,-59.54371965,2
2029,ME-1Q2000532,Newton,13.07847746,-59.53793472,2
2030,ME-1Q2000533,Newton,13.07819227,-59.53798961,2
2031,ME-1Q2000538,Newton,13.08141364,-59.54434785,2
2032,ME-1Q2000991,Newton,13.08051272,-59.52652107,2
2033,ME-1Q2000993,Newton,13.08008138,-59.5263132,2
2034,ME-1Q2000995,Newton,13.07779679,-59.53785008,2
2035,ME-1Q2001000,Newton,13.07635461,-59.53620799,2
2036,ME-1Q2001002,Newton,13.07630984,-59.53647854,2
2037,ME-1Q2001003,Newton,13.07453488,-59.53628712,2
2038,ME-1Q2001004,Newton,13.07871969,-59.53837209,2
2039,ME-1Q2001005,Newton,13.07831395,-59.53844437,2
